Genes	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-D10_1_8450.d
SH3BP1	7330.48	10655.1	7576.77	10068.4	11368.7	11002.8	13432.9	13217.4	48541.4	58498	47279.2	62365.2	72922.4	19618.2	62060.9	67847.8
SH3BP2	5429.52	5391	3975.91	5029.63	3786.22	6224.34	5102.99	6200.97	4931.83	5468.28	5407.31	5590.99	5835.12	3612.76	4211.53	5243.47
SH3BP4	15997.3	14192.7	17353.5	16285.4	78982.8	91068.3	69650.2	64067.4	2329						9711.23	
SH3BP5L	4198.36	4880.04	5107.16	4321.99	1984.06	1935.94	1927.76	1875.13	2980.28	2940.55	3634.69	3688.4	2964.49	2933.27	3083.21	3164.75
SH3D19	8183.94	9928.77	9095.27	8271.32	5781.33	4356.04	4595.28	4361.11								
SH3GL1	43383.8	60811	62030.2	47878.4	95374.4	115513	110882	114272	97680.3	76722.9	45442.2	77432.1	31808.2	40676.2	36568.6	43757.8
SH3GLB1	38384.9	47513.3	44126.6	43215.9	29825	31663.3	30224.3	32839.5	39659.2	38731.1	36326.6	37520.8	38336.8	31506.4	38218.8	35688.4
SH3GLB2	14646.7	16979.2	16342.4	16958.8	25348.5	28164.7	24740.9	34305.3	13163.8	15442.7	13185.5	12882.6	14570.4	11050.7	10984.2	11685.2
SH3KBP1	30986.6	32038.7	24971.2	31292.2	12705.3	13854.4	13735.3	14158.8	17536.3	18296.5	19022.7	21812.3	23037.6	22103.5	22090.2	25336.6
SH3PXD2A	4022.11	2916.34	3776.92	3598.27	6613.68	8496.17	7338.88	7984.52	6461.26	5224.5	6592.96	7194.27	3695.34	2508.15	2550.57	
SH3PXD2B	42904.2	38193.7	26491.9	30075.6	19227.9	19462.8	18847.9	19024.9	19177.6	15509.4	19524.6	19057.7	32253.6	29603.4	25267.8	29177.8
SH3RF1	3069.56	3195.03	3207.34	2457.99	3382	3429.18	3404.31	3612.68	1930.59	2056.94	1621.45	2313.86	1910.06	1326.68	2037.34	3260.04
SH3TC1		6228.38	5240.57	3539.67		6403.1			14510	14875.5	15100.5	17063.6	13752.2	8640.85	9561.18	11705.2
SHARPIN	6446.94	7768.07	6595.55	7419.98	3551.27	2414.34	2719.13	3325.51	5833.48	5246.69	5895.4	6301.1	4551.07	3436.5	4053.06	4502.18
SHC1	19197.9	18712.5	16168.8	17913.5	14410.6	15358.1	13342.1	14817.3	9162.61	7640.5	7475.44	7769.54	7753.67	6643.19	6511.55	7513.91
SHCBP1	4963.11	4623.12		5172.96	10396.2	11987.5	9886.83	10809.7		5200.7	3337.63	6108.1				
SHFL	17727.6	16589.3	8752.2	12218.7	6735.57	7939.51	7502.97	6528.57	15874.9	8681.56	11516.2	15651.3	16203.6	9389.64	13235.2	13584.2
SHKBP1	4086.99	5112.28	1665.75	5937.27	4796.05	5466.42	5710.97	5022.83	2444.76	2939.25	2291.2		1871.2	1886.72	2252.94	1963.77
SHMT1	5753.68	4272.4	6456.24	5727.23	32025.3	44375	33528.5	30732	49465.8	56243.1	49850.3	50897.3	21160.6	18343.3	17489.9	16918.7
SHMT2	76078.2	100514	110259	90419.6	75914.2	84169.8	82765.7	77597.5	115005	131792	103718	118221	163355	181182	224868	186732
SHOC2	18307.9	15791.4	14265.9	16244.6	8847.95	7755.48	7027.07	7279.94	8683.82	9776.65	8987.2	9519.04	10012	9218.95	9208.07	9818.63
SHPK	6444.57	6284.41	7050.84	5807.6	9567.52	9939.73	8268.65	6849.69	10579.6	11221.1	11946.2	11194.6	25776.1	22436	24114.6	22347.1
SHROOM2	10633.8	8355.77	12931	9379.84	19828	44297.3	28075.9	51832.1	8392.51	7014.31	6337.04	10651.4	10470.6	9665.11	6768.65	10668.5
SHTN1	10548.5	11084.6	8724.42	9727.5	28691.8	37119.5	30881.7	32589.7	35405.3	31375.3	33195.2	34974.6	34253.1	38707.1	40020.4	40294.7
SIAE	4358.69	3935.29	4620.98	4349.61	3592.35	4149.67	3434.11	2939.43	9049.24	8425.52	6498.85	14099.6	9533.17	6382.84	5064.86	5932.73
SIDT2	6758.65	6783.39	5453.01	6787.46	2255.24		3034.16	2686.23	8653.85	8814.09	9761.12	10794.3	11768.2	6667.44	6081.51	6301.47
SIGLEC1		2494.33	3695.47						15578.2	15440.6	15631.7	16437.9	2381.86	1448.24	1875.71	2582.39
SIGLEC9									2785.04	2955.45	3104.8	2575.58	2906.22	1840.44	2659.65	3205.19
SIGMAR1	20590.1	15420.9	13120.9	24085.6	23751.5	29787.4	24074	24356.2	21814.2	16571.2	18808.2	20414.3	14975.2	13694.6	16781.6	15973.5
SIK2	2028.49	1661.83	1839.03	1826.05	2930.98	2142.81	2536.13	2871.72	1777.8	2046.33		2407.24	1590.28	877.22	751.716	1219.03
SIK3	1502.13	1975.62	1517.07	1815.33	1488.72	1913.85	1689.11	2385.53	1095.8	1207.14	731.094		2129.17	1381.03	1404.89	667.069
SIL1	25319.4	22008.3	23745.2	23238.2	10814.9	10233.3	11305.8	9113.39	13050.1	11536.2	11398.8	11598	13069.3	10459.5	11939.2	11007.6
SIN3A	8476.26	7264.07	8102.77	7368.8	15799.4	13764.1	15745.7	15080.3	9304.35	8411.82	8696.43	10568.8	8163.76	8463.56	7695.39	8781.58
SIPA1	36069.9	42553.3	33062.2	36873.2	64061.4	66895.2	66377	67340	148651	143103	125811	154856	179502	178120	168149	189685
SIPA1L1	4724.1	4147.07	4531.2	4140.81	3772.1	2517.77		4023.46	2862.38	2343.62	2686.35	3330.2	2385.78	2316.6	2664.49	2152.11
SIPA1L2	1426.78	1167.9		894.651	2747.94	2196.35	2292.14	1583.72					1450.4	855.184	392.011	
SIPA1L3	2046.43	2195.63	2779.17	2931.4	2451.12	2027.03	2074.92	1784.18			567.73		631.794	803.119	453.028	721.12
SIRPA	11007.7	4498.01	5865.9	5473.94					8243.73	11328.5	9313.63	8531.32	10024.1	13940.5	15076.8	11708.4
SIRT1	2657.82	2726.54	2963.18	2544.28	2465.03	2810.94	3059.83	3115.28	3419.63	3068.54	2838.55	3073.16	3648.9	2765.24	2206.77	2391.38
SIRT2	18134.3	14958.5	14156.9	14458.4	10055.7	3600.21		6626.02	23367.9	26012	24343.8	27240	17669.1	17789.1	18693.7	17458.9
SIRT3	6010.32	5020.94	5621.83	6058.83	7043.95	7374.78	8255.23	8509.47	8457.52	7485.31	7332.46	8347.34	8915.43	6407.48	6861.99	6612.46
SIRT5	7618.52	8353.03	10986.9	8789.6	9571.62	9216.83	8290.38	11635.5	7559.38	7557.85	8176.53	8888.94	11207.8	8249.22	7566.4	10613
SIRT6	7060.5	4787.76	4256.25	5027.32	6272.74	7203.23	6903.73	6922.41	5021.33	5396.05	4189.74	5802.73	7059.94	7609.25	6733.88	7173.14
SKAP2									13822.8	17532.9	18347.8	14411.5	27806.5	38481.3	40872.2	38940.1
SKIV2L	24620	20751.2	19954.4	18669.4	12886.6	13301.8	15821.8	14909.7	14074.7	12184.3	13878.1	14605.1	15850.7	11777.7	12766.7	13036.3
SKP1	92003.3	91095.4	76030.3	78711	73321.4	79710.3	72717.8	68647.9	73411.7	66283.7	78430.1	66345	60852.9	58814.7	65877.3	67673.2
SKP2			3970.28		3940.06	3546.32	3918.96	4415.63	4188.36	3701.37	3268.84	3663.36				
SLAIN2	23913.3	22166.5	19452.4	22043.2	16809.3	16029	18865.6	19875.6	12474.8	10579.7	10155.3	12573.4	11561.4	10299.5	11138.4	12927.5
SLAMF8									4257.26	3994.7	2383.42	3679.02	7707.68	11211.2	9244.93	7084.33
SLBP	7713	6856.25	6870.36	8992.03	14306.8	22012.5	20203	23957.3	10520.4	11727	7855.43	7849.22		5371.94		
SLC11A1									15813.1	13615.1	21455.8	25300.3	29790.2	16128.8	22429.7	26761.9
SLC12A2	15779	15997.2	15209	14590.1	10393.9	11589.8	12934.8	10673	6691.18	6670.31	6849.32	6079.73	3531.56	1945.16	3614.65	3633.58
SLC12A4	6823.94	7792.46	8919	5575.1	3959.35	3155.18	3223.52	4634.52	4365.69	3355.79	5318.38	4396.93	3150.5	4500.51	3498.19	3520.57
SLC12A6	2950.24	2698.09	2415.78	3515.21					5416.06	5966.62	5532.88	5917.1	3839.9	3489.16	4188.49	4769.4
SLC12A7	4012.24	3734.54	2359.2	3472.89	8952.25	9917.73	9476.8	9156.44	13374.7	12014.4	9598.04	10754.7	6149.63	5666.76	6856.07	6798.67
SLC12A9	9786.63	10511.4	9614.54	10296.3	6666.62	5157.66	5752.84	6417.46	22271.1	21635.8	19389.6	25337.9	12900.5	12265.1	11342.6	12621.3
SLC15A3					1391.35		3544.63	1119.61	21182.9	11337.3	13936.6	17683.9	9574.23	12084.9	11932	9197.65
SLC16A1	7859.81	11029	12866.4	9146.12	7351.54	8054.55	4913.23	3085.89	9909.48	9016.97	8049.19	8778.67	6288.36	10627.4	6571.12	6127.06
SLC16A2	3179.73	4666.54	4085.79	4246.56	1673.13	1506.19	2682.2	2629.13								
SLC16A3	7071.74	7565.67	6103.15	6593.66	8641.3	6305.43	7735.89	7202.05	48470.3	38903.1	42479.3	45066.8	67649.9	62643.9	79040	70505
SLC16A7			1326.64	1229.45												
SLC17A5	12981.3	11091.6	8785.12	6565.31	5601.99	4403.37		2775.67	90373.9	76774.8	76527.9	87151.6	21735.1	14568.3	17350.8	18824.2
SLC18B1									25395	15748.8	18023.1	27412.3	7484.68	3596.04	3533.66	5843.17
SLC19A1									3066.12	2935.63	3137.37	5158.52				1106.51
SLC1A3			2613.96	1393.57	1569.99	2596.53	3029.48	4772.25	12351.5	10343.9	12249.3	11712.5	4911.83	5278.02	4362.84	4357.15
SLC1A4	19850.6	22605.8	18554.2	21885.9	5534.47	5067.93	4303.59	4454.06	13146.5	10848.6	9898.24	12630.4	15741.5	17351.5	20476.5	17526.6
SLC1A5	62056.7	61262.1	39517.3	39041.2	39454.7	47038.1	24932.1	22991.3	24643.9	17801.6	19728.9	20962.6	29225.7	26463.9	34757.5	30260.9
SLC20A1	7568.49	5278.19	4101.63	4084.66					5903.92	3919.51		5753.79	9078.72	7164.84	9529.37	9408.02
SLC20A2	9820.47	6966.41	7429.37	8305.65	2755.06	3119.29	3316.18	2164.58	5472.02	3462.1	5922.66	5246.14	6768.71	3989.54	3785.22	4189.78
SLC22A18	8555.69	18065.1	18088.8	10144.4	13577.6	14237.6	13002.7	20876.2	27560.4	24684.3	24654.1	25031.2	16842.9	13991.1	14796.7	15597
SLC25A1	51417.5	66819	72007.5	67591.1	29584.7	54423.2	30824.4	42261.5	77805.8	109152	87789.8	75765.7	49889	61519.9	56230.6	52686.5
SLC25A10	5505.32	6581.35	8815.91	6307.18	9029.81	11288.2	11141.1	7391.67	12007.9	15064.3	12914.1	12431.6	10581.2	11724.5	11785.3	11412.8
SLC25A11	64902.7	71440.3	115025	78622.9	34942.6	56607.9	35005.6	36296.3	180417	212973	166654	160010	336036	298743	309775	284737
SLC25A12	18967.2	20099	18772.9	18764.1	11193.4	13130.5	10563.1	10734.5	10349	9606.81	9984.61	9970.59	16480.6	15224.1	14948.4	15564.4
SLC25A13	18025.1	19738.7	21999.9	17619.2	28096.3	27603.1	31847	30212.5	49924.8	46584.3	50805.2	49747.7	49142.4	42282.7	46511.8	47024.2
SLC25A16	4645	4495.97	4977.56	5144.41					8704.77	7658.48	6332.02	6416.39	6573.09	4855.1	5542.9	4995.93
SLC25A17	2754.49	2093.85	2961.81	2752.47	3063.22	2514.25	2364.42	1783.59	1322.04	1526.27				1892.65	1257.54	
SLC25A18						2660.74	1828.82	2472.6								
SLC25A19	3099.86	3609.79	5375.14	4093.7	7746.61	7647.73	6176.96	8792.77	32287.9	38084.9	32835.8	38066.1	44694.1	51201.7	47004.5	45775
SLC25A20	6402.87	8303.35	8115.02	7344.42		3756.24	2598.36	3928.49	21011.9	27572.9	18969.1	22614.8	43897.2	48772.7	34986.7	39383.5
SLC25A22					3957.78	2078.26								1959.57	1460.48	1254.78
SLC25A24	52971.7	50359.4	65634.3	65283.7	60582.6	61718.1	63478	59648.7	156394	152274	139764	143131	156766	157560	172609	149854
SLC25A29					7307.09	7303.56		6930.51	9012.02	5058.66	9110.04	9976.42	13558.5	10971.2	9784.46	10179.7
SLC25A3	77991	136428	148056	169223	154873	188288	240568	281439	211278	269064	175928	200670	193537	289419	246039	190957
SLC25A30						4807.04	5518.34	3820.28	6932.37	4197.5			7149.92	4897.21	3645.47	5681.08
SLC25A35	1700.65	2196.51	2009.48	1642.62	3202.33	2648.44	3921.49	5718.08	7424.57	5262.84	4570.47	4594.47	9469.56	5926.15	5907.02	7236.66
SLC25A4	69726.3	57639	69096.5	55708	33116.3	42505.2	38100.4	43496.6	56226.5	50477.3	58354.2	62196.1	48116.8	28387.2	32750	31453.3
SLC25A40	2501.95	2513.71	2339.2	1899.86	7733.2	5833.89	6361.93	6771.06	5869.22	4800.51	5277.02	5925.56	7627.63	7763.65	8216.64	7157.32
SLC25A42			1005.88	905.537												
SLC25A43	2042.78			2049.08	2160.7	2674.24		2045.82	2097.77	1997.37			2337.02	1658.06	1723.42	
SLC25A44	2936.92	2722.87	3704.05	3382.75	4090.96	5197.88	5407.54	4385.34	4897.13	4466.6	3916.89	4641.54	6247.28	5473.03	4645.49	4525.85
SLC25A46	3634.67	3674.1	3988.04	3997.56	3875.26	3576.08		5004.88	5177.28	5031.14	5134.28	5131.23	3588.56	6076.91	6275.4	5634.25
SLC25A5	32174.8	49488.9	113281	61455.8	57319.6	74994.5	106579	93727.3	357881	233694	155810	188470	298930	307184	244593	345200
SLC25A6	64559.6	56530.2	59378.5	38618	40809.4	49610.2	48608.4	31195.7	77915.8	70469.2	90165.1	83531.6	90202.8	105414	113139	103411
SLC26A11	7460.86	8917.09	10883.8	7332.15		8613.16	4024.88		27393.8	18054.7	26044.9	20251	8397.93	7439.3	8319.62	9853.63
SLC26A2	4192.2	4463.19	3253.68	3707.47	2988.87	4223.59	2808.17	2134.03	3239.03	2746.11	2313	2897.26	1918.32	2232.38	1620.93	1865.97
SLC27A1	13577.2	13211.8	17896.3	12032.5	8017.05	11516.7	13910.4	10713.5	40382.4	43346.8	40189	40320	40382.5	40393.4	33057.8	44495.6
SLC27A3	7375.9	7659.6	6374.76	6190.71	5119.36	3976.31	5158.47		22690.2	20392.8	18033.4	20725.8	27493	20136.2	23047.7	25447.5
SLC27A4	26649.8	29223	29967.4	29319.8	12952.1	13818.9	15483.5	16289	40342.2	44475.8	38553.3	40583.5	42958.8	36863	34834.1	37311.3
SLC29A1	2605.1	9801.19	6156.52	8047.43				5604.96	12806.1	9756.8	8792.14	8626.95	14212.3	13777.2	13992.5	11798.6
SLC29A2		1800.41			4446.33	5564.08	5290.52	4781.04	3148.27	2108.24	3809.9	2498.57		1894.64	1543.8	
SLC29A3	1705.87	1410.58	2089.57	1455.04					29937.9	21880.3	29138.1	22505.6	13912.4	12699.2	16640.5	10919.1
SLC2A1	110732	107460	97683.5	101183	259914	257952	207542	204963	4050.17	2800.86	6114.83	4950.04	3641.92	1450.72	2626.15	4666.37
SLC2A10	3214.43	3617.51	5165.7	3749.49	5718.52		1718.26									
SLC2A12					850.216	1711.32	1733.16									
SLC2A13	1326.55		787.266						1253.86	4322.54	5040.31	3621.79		1094.73	1313.94	1171.99
SLC2A5									2279.31	1882.32	1910.65	1977.02	24564	28827.9	25073.8	27081.4
SLC2A6	4551.2	3499.73	3034.09	2332.36	3873.33	4142.84	5062.81		8822.45	9389.54	9429.88	8844.55	3296.49	3853.8	2319.09	3017.98
SLC2A8									8295.02	9537.72	10963.7	10418.4	4137.81	2366.64	3034.87	3397.86
SLC30A1	16287.7	14229.1	11207.7	13682.8	8175.94	6650.92	7982.42	7140.69	23990	22555.4	19442.2	21502.7	22984.1	18516.8	21250.8	22052.4
SLC30A5	6326.69	5718.53	3799.7	5968.31	3104.52	2845.97	2779.13	3173.12	5035.19	3044.99	3426.34	5690.17	4812.89	4318.3	3170.85	4790.02
SLC30A6	6782.67	6248.96	7264.1	6409.65	5615.35	4406.47	3674.97		8316	7225.46	7613.21	6308.66	6733.18	6578.21	7053.58	5867.45
SLC30A7	55443.1	57131.2	51779.9	56682.8	26091.3	24750	27964.6	23399.4	60772	51703.1	44330.7	50562.7	44059.5	45979.6	50312.8	44859.2
SLC30A9	8533.32	9110.27	7255.16	8137.61	9630.28	8284.03	9296.07	9092.8	8590.89	7147.48	7939.16	9311.21	11209.5	8214.1	9353.25	9199.88
SLC32A1	3373.1	8289.38	11932	9842.5		2383.56	2081.38			7716.6	6043.56	3265.65	1972.35	5796.74	5257.02	3561.92
SLC33A1	9830.61	8431.69	7270	7658.38	9387.5	6191.15	4890.75	4830.25	11094	9180.16	9169.25	11764.9	13859	11355.1	12904.7	11491.3
SLC35A2	14916.7	11360.3	11242.1	10060.3	6099.47	6290.25	6657.55	5884.44	5285.57	3804.82	4717.91	6090.07	5080.08	3020.18	3764.64	4521.72
SLC35A4	35458.3	38113.8	40741.9	34015.7	27466.9	15740.7	31845.9	21933.1	96906.2	78117.9	82954.4	101975	94001.9	80475	82480.1	98666
SLC35A5	1962.04	1153.88	1608.42	1885.35					1469.73	1562.3	1746.72	1777.38		812.713	1073.54	1510.45
SLC35B1	2984.84		3734.53	2886.99					3611.95	3186.94	3352.85	3436.81		3600.4	2280.42	
SLC35B2	28098.8	32663.4	13645.1	35183.5	36783.9	38597.9	38469.4	37418.7	24009.7	19191.6	10801.5	17042.6	12692.3	9757.81	9711.71	11577.1
SLC35B3						5713.25			4140.57					3350.88	4682.77	
SLC35E1	9232.23	10957	12193.1	7676.88					12090.4	10405.2	11141.9	9319.57	12904	16798.5	14470	13669.6
SLC35F6	6632.93	8113.59	4639.17	10036.7	7709.93	7225.1	7173.02	9175.24	44623.8	31245.9	19202.1	23279.8	13454.9	14180.5	22824.1	10685.9
SLC36A1			931.801						2547.76	4650.73	3093.01	2883.29		1202.77		
SLC37A2									124114	115154	62875	118074	28865.4	26547.3	30335.6	23978.1
SLC37A4										4001.04	4619.05	3667.64	3288.51	3877.7	4916.29	4672.49
SLC38A1	9720.88	11703.3	10754.4	10704.3	4873.57	3996.11										
SLC38A10	11260.8	9517.88	9029.05	9047.8	8526.84	6934.85	7908.02	7980.73	8371.53	7103.08	7665.46	9338.22	6751.73	6249.52	5376.86	7400.41
SLC38A2		1493.78	2531.46						4689.85	5409.23	8061.32	6770.15		1716.33	2397.01	
SLC38A7	3709.63	3390.03	3265.35	1533.26				4139.23	14249.7	14647.6	17306.1	14379.3	3218.65	3549.41	3159.37	3582.46
SLC38A9				136.182		11488.1			11954	7272.85	9847.79	334.329	8190.92		11487	8319.01
SLC39A1	7519.12	5989.53	4235.71	5338.46	3967.84	3970.99	2867.33	3677.31	14151.1	7576.88	11471.8	13550.1	4994.05	2215.56	3797.19	3981.75
SLC39A10	7919.12	8251.45	8101.5	8834.3	4687.92	5867.89	3413.4	3416.82	5630.06	4741.8	5014.02	5918.72	4725.95	5007.35	4485.13	4359.28
SLC39A11	9137.68	8034.18	7867.15	6876.52	3091.08	1693.65	3648.66	3742.47	16715.6	15375.8	15525.3	18234.9	11335.5	8978.06	10230.8	14059.4
SLC39A14	2377.55	4368.51	3767.6	5067.43	718.169	2080.31					1151.09			711.523	558.6	
SLC39A6	2767.05	3016.5	5076.69	3027.68					2994.05	4733.18	4377.23	2436.93	2332.22	4151.58	3451.15	
SLC39A7	65216.6	49216.4	39403.9	47587.4	21667.7	23592.5	25860.4	18683	23309.1	21251.7	16480.1	19849.9	31434.1	30459.2	21512.6	26533.4
SLC3A2	138262	159978	145281	152814	135889	135295	126036	110490	71104.7	75093	62702.8	77393.2	116712	126045	119316	121789
SLC41A3	1267.45	1620.57	1808.05	1487.69	783.162	1227.21				1724.25					620.004	1102.45
SLC44A1	1288.87	1038.76	1582.89	1306.14	1634.99	2804.06		1016.44	6687.28	7451.45	8926.86	9207.19	2637.16	2381.85	3664.22	2739.39
SLC44A2	10895	11205.3	8491.11	3884.9			744.759		5116.44	7244.94	8948.02	8601.1	7005.73	2437.87	13445.9	8688.91
SLC46A1									13032.7	15588.2	13968.4	13779	9121.06	7559.72	4888.66	6355.48
SLC46A3	1260.07	1698.95		873.145	1432.38	2532.8	1675.97	1789.54	6460.3	5744.08	4749.29	5726.32	2561.7	1635	1312.08	1710.21
SLC48A1		1434.14	977.962	1456.77		1188.93			7720.5	9386.64	7290.75	7112.29	1992.36	2498.58	2690.76	2002.24
SLC49A4	3805.92	3610.33	3668.51	2564.99	3025.89	2259.67	2365.01	2496.15	20261.9	24797.5	20715.2	26015.7	9829.24	8015.01	8093.21	7608.96
SLC4A10	2527.46	2893.19	1720.02	2681.09	6652.4	8420.74	7729.18	7424.75	873.087	1846.79	894.176	1762.09	1236.1	1770.26	1200.51	845.567
SLC4A1AP	8002.11	7818.13	6781.55	6119.1	9720.72	8399.98	8091.86	7654.92	10451.7	6415.04	9550.14	12120.8	12220.9	7583.72	9331.51	11449
SLC4A2	8290.43	8101.69	5683.79	7910.61	3917.93	3007.51		4108.64	10234	6929.42	8345.15	9323.49	11159.9	9237.97	12171.1	10459
SLC4A7	10590.7	7883.29	6093.14	7195.37	24828.1	27367.4	24880.5	20450.5	4927.91	4335.15	4585.24	3762.12	5314.21	3833.89	5515.47	4061.79
SLC5A3									7383.91	7045.44	6210.5	5864.16	5553.04	5585.04	8208.89	5858.95
SLC5A6									2076.84	1609.26				2215.04	3076.8	
SLC6A12	15450.8			13982.2				2666.53	17377.7	13904.9	17041.3	17103.1	9831.75	9201.63	8845.83	9542.19
SLC6A6					9176.09	7966.11	6783.92	7414.15	16054.5	12431.6	14877.2	13623.1	10006.3	8979.19	9475.57	9795.86
SLC6A8	5085.87	5070.03	4265.41	4568.01	4538.06	3605.2	5219.51	3831.59						3063.61		
SLC7A1	29509.4	27052.7	24507	24317.4	42266.4	37819.2	34880	30155.5	9489.73	7214.55				7960	6342.21	7637.35
SLC7A11	6281.36	6870.48	4620.13	5555.69	7455.63	7623.54	10027.3	8657.05		1069.88			2009		992.093	2145.65
SLC7A5	70828.2	72529.6	91386	73755.3	72236.9	67349.3	66801.6	53523.2	15052.2	10209.2	13834.5	16789.4	62195.2	61202.2	73740.6	69921.8
SLC7A6OS	6742.82	4616.8	4446.89	4026.84	6849.17	5941.6	7642.09	6097.89	7844.71	6932.52	7006.44	7722.64	7465	5220.76	4299.88	7222.49
SLC8A1														4724.01	7423.62	
SLC8A2					31616				16668.6			13357.4				9983.2
SLC8B1		1401.8		1261.69					3782.32	3598.38	3892.6	5031.77	4153.37	2280.08	2392.31	2679.93
SLC9A1	1348.46		1018.86	1045.68					3434.88	3083.72	4602.48	3271.59	3348.53	2705.85	2913.61	3111.18
SLC9A3R1	81990.1	68503.5	47468.4	64926.9	70518.4	73628.3	68311.1	73262.4	70827	63059.5	88218.5	72025.2	32977.9	29381.4	26379	31054.2
SLC9A3R2	7713.46	8290.41	7964.69	7652.26	11324.5	11929.6	10034.3	11274.9		2252.38	3047.09			1135.8	2244.87	
SLC9A6	2672.8	3945.72	2369.2	2944.16		1315.08			7971	4312.52	6897.2	5685.62	4713.59	5322.05	5645.52	5611.21
SLC9A7		1000.2	874.607	674.671	1618.46		1760		1415.8	1981.73	1698.48	1874.05	3726.12	2087.52	3166.66	3083.13
SLC9A9		1813.87	1662.12	1978.54	3552.76				26880.7	22552.2	25948.7	27145.8	3553.65	3205.04	3897.7	3985.08
SLCO2B1									40782	32140	36649.6	40848.8	26328.8	20664.4	20507.6	24137.4
SLCO4C1					1802.37	2532.44	2205.44	1476.1	1179.94							
SLFN11		9941.61			10056.8	12141.7	11749.8	11921.7	25815.9	26734	17716.1	24911.9	13448.4	16690.8	17231.8	14809.4
SLFN5	18125.4	19002.9	20513.1	17287	9224.98	9146.79	9188.07	6455.98	6413.19	4515.49	6160.66	6543.67	11777.9	12601.2	13287	13279.1
SLIRP	51701.2	56323.2	56505.7	58013.6	27910.2	53498	34241.2	31593.4	71543	73728.5	65915.7	60705.5	103089	106712	109199	97058.8
SLIT3	6110.03	5683.48	6501.85	6871.5												
SLK	25363.3	23962	17291.4	23228.7	31915.5	29875.3	28365.8	29208.3	28837.3	20856.2	23777.7	30381.5	23164.9	19133.1	20156.2	23074.6
SLMAP	21552.1	19479.8	22130.1	16220.8	7134.15	6758.9	7017.86	7449.7	7252.12	5558.33	8700.79	6735.53	6859.12	5160.69	4955.13	5853.5
SLTM	16707.9	16565.9	16132.8	15760.3	18694.9	20494.1	20114	16598.1	16611.8	14473.5	18255.1	15964.2	18668.8	19241.6	18483.1	20038.6
SLU7	5275.06	3743.53	8832.78		8909.39	2418.46	8397.17	7293.03	10014	11119.4	29433.9	18165.8	8514.75	10070.9	11192.1	9994.62
SLURP2	3945.98	1471.27	4011.93	1158.48	3477.3				4542.8	1803.76	5591.81	5574.25	3598.85		1705.65	4093.32
SMAD3		8347.61	8239.7	6740.59	23294.5	20917.6	19349.2	17900.9		4721.62	6621.47					
SMAD4	12270.5	16259	11988.9	13225.9	12763.4	10848.6	10984	13046	5278.29	8870.6	8335.59	11711.8		7318.55	4906.73	8201.02
SMAP	2572.08		2287.06	2726.36		2106.32		1985.24	2098.42	1806	2446.93	1535.8	1819.21	6484.13	4877.45	3552.72
SMAP1	7753.02	10869.9	13183.5	10513.8	16089.6	9457.17	13737	10881.3	10855	10709.5	12114.3	10862.9	9886.21	9736.1	8291.07	10035.3
SMAP2	17375.9	16774.7	12249.3	14192.5	7096.7	7907.08	7507.92	6099.44	35827.3	36581.5	34053.3	41767.5	26615.3	25954.7	22045	25774.2
SMARCA1	65628.4	45062.2	41893.6	39488.2	52813.5	54695.4	49239	52678.8	28245.5	23692.3	31342.3	29454.4	27939.3	31304.8	16154.6	20522.2
